ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
4961,1974,Postgraduate,Partner,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,40,1,2,61,7,0,344,0.5,Low,2,2,1,5,At Risk,0,Cluster 0 - Budget Families,-2.01470117935406,0.33144072776397887,Budget Families
749,1981,Graduate,Partner,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33,1,2,145,7,1,407,0.5,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.0166900241191212,-0.5699223872286513,Budget Families
5430,1956,Graduate,Partner,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,2,3,684,19,0,838,1.125,Mid-High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,0.34245188298969653,5.2432797733374406,Deal-Seeking Families
7755,1954,Postgraduate,Partner,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,1,2,411,14,0,414,1.125,Mid-High,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.2837107783354017,0.7614034891845133,Deal-Seeking Families
10525,1986,Graduate,Alone,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,1,2,27,3,1,809,0.1111111111111111,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.0311566655546187,-1.3226078815352573,Budget Families
1453,1943,Postgraduate,Alone,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,0,1,1060,25,0,543,1.5,Mid-High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.096775210887024,0.37281018521037246,Affluent Loyalists
8310,1964,Graduate,Partner,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,1,2,1459,21,0,854,1.6666666666666667,Mid-High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.2577422227664012,1.4178651336922063,Affluent Loyalists
10710,1979,Graduate,Partner,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,1,2,18,3,0,854,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.786651139402341,-1.032410129114986,Budget Families
5031,1974,Graduate,Partner,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,0,1,1833,25,1,830,2.5,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,3.9715534119340496,-0.9279344788172088,Affluent Loyalists
2613,1960,Postgraduate,Partner,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,1,2,237,10,0,272,1.0,Mid-High,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.8225323558380068,-0.522894859252592,Budget Families
213,1963,Postgraduate,Alone,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,2,3,48,6,0,217,0.2857142857142857,Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.397649057500546,0.9781972425997897,Budget Families
967,1976,Graduate,Partner,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,2,3,515,16,0,528,0.7142857142857143,Mid-Low,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.5720530978368938,3.8578360561240026,Deal-Seeking Families
1077,1974,Graduate,Partner,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,0,1,1020,14,0,756,1.75,Mid-High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.1437348238938878,-0.6061136555645639,Affluent Loyalists
7959,1961,Graduate,Partner,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,0,1,1370,10,0,216,3.0,High,4,2,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.0129156959016619,-1.335978300877997,Affluent Loyalists
640,1951,Graduate,Partner,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,1,2,1026,23,0,660,1.4,Mid-High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.783018261128153,0.6822357586503437,Affluent Loyalists
4252,1965,Graduate,Partner,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,1,2,301,11,0,283,0.8,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.8245780421805907,-0.4060931250351386,Budget Families
8432,1956,Graduate,Partner,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,2,3,684,19,0,838,1.125,Mid-High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,0.34245188298969653,5.2432797733374406,Deal-Seeking Families
6218,1965,Graduate,Partner,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,1,2,499,16,1,802,1.1428571428571428,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.7745586548133291,0.021994041804375367,Deal-Seeking Families
6905,1994,Graduate,Partner,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,0,1,1004,20,0,861,3.0,High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.0265617823127675,-0.5891831435768781,Affluent Loyalists
5922,1974,Postgraduate,Partner,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,1,2,218,10,0,444,0.5714285714285714,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.0537631971644785,-0.06655284859774935,Budget Families
3598,1972,Graduate,Partner,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,1,2,606,18,0,587,1.0,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.31051173452564385,0.8799897305637318,Deal-Seeking Families
6116,1968,Undergraduate,Partner,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,1,2,75,5,0,544,0.3333333333333333,Mid-Low,4,1,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.634738809142861,-1.027030314644085,Budget Families
6263,1968,Graduate,Partner,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,3,4,106,6,0,861,0.25,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.5945181087699507,1.2246521367081187,Budget Families
10486,1948,Graduate,Partner,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,0,1,990,16,0,581,2.0,High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.4612683318803295,-0.9879477311750406,Affluent Loyalists
2410,1969,Graduate,Alone,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,0,1,1097,15,0,343,3.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.4591150562711999,-1.1606435295799291,Affluent Loyalists
193,1996,Undergraduate,Partner,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,0,1,16,3,1,317,0.2,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-1.926520753098814,-1.9529557336216379,Budget Families
3363,1974,Undergraduate,Partner,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,0,1,34,4,0,289,0.125,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.092190243884244,-1.651654971713108,Budget Families
8278,1990,Postgraduate,Partner,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,0,1,1711,15,0,857,1.6,High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.0534493556611797,-0.49926624922208007,Affluent Loyalists
10660,1957,Postgraduate,Partner,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,2,3,438,14,1,353,1.1428571428571428,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.5003738811971297,1.358131437099392,Deal-Seeking Families
8686,1979,Undergraduate,Partner,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,1,2,75,5,0,722,0.25,Low,2,1,2,5,At Risk,0,Cluster 0 - Budget Families,-2.1866202556094314,-0.4693073976563219,Budget Families
1604,1960,Postgraduate,Partner,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,1,2,225,10,0,413,0.4,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.002617555286478,0.0354975281236231,Budget Families
5907,1952,Postgraduate,Partner,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,2,3,18,3,0,788,0.125,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.6168992855772357,-0.4081905339321658,Budget Families
10669,1981,Graduate,Partner,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,1,2,470,15,0,593,1.0,Mid-High,4,3,3,10,Loyal Customers,0,Cluster 0 - Budget Families,-0.24075540396615058,-0.10540132295108684,Budget Families
2918,1981,Graduate,Alone,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,2,3,91,6,0,627,0.4,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-2.3841204920898127,0.5898367195554326,Budget Families
5735,1991,Postgraduate,Alone,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,0,1,2525,17,1,321,3.0,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,3.206941664015821,-1.4648614867080971,Affluent Loyalists
359,1950,Graduate,Partner,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,1,2,504,16,0,717,1.1428571428571428,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.28268465880648175,1.0230109231337874,Deal-Seeking Families
8387,1957,Graduate,Partner,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,1,2,235,10,0,725,0.6666666666666666,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.9635826139559939,-0.43345008822410275,Budget Families
1829,1961,Postgraduate,Alone,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,1,2,1232,18,1,711,1.2857142857142858,Mid-High,2,3,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,2.0095200183442343,0.9178723682816671,Deal-Seeking Families
3839,1958,Undergraduate,Alone,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,2,3,88,7,0,607,0.4,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-2.3468810867164955,1.3712228466494631,Budget Families
9392,1971,Graduate,Alone,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,1,2,17,3,0,237,0.14285714285714285,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.3967907431984314,-1.0644646690530715,Budget Families
2292,1985,Graduate,Alone,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,1,2,24,4,0,516,0.2,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.4104575390301552,-0.9976810277965489,Budget Families
10466,1965,Graduate,Partner,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,2,3,60,5,0,496,0.25,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2418099946669052,0.04297458728769716,Budget Families
9855,1952,Postgraduate,Alone,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,1,2,1020,25,1,493,1.5,Mid-High,3,4,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.2576205834642327,-0.06299628797859119,Affluent Loyalists
4088,1962,Postgraduate,Partner,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,1,2,155,8,0,755,0.375,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.527867520617759,-0.2704819736726485,Budget Families
5231,1974,Undergraduate,Partner,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,2,3,51,4,0,307,0.2,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.2758449024410115,-0.3925240038939202,Budget Families
590,1970,Postgraduate,Alone,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,0,1,1812,15,0,739,1.6666666666666667,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.448185362076139,-0.9294506133275581,Affluent Loyalists
8732,1969,Postgraduate,Alone,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,1,2,1461,21,2,774,1.75,Mid-High,1,4,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,2.602130149548143,0.8207460701336221,VIP Champions
2315,1960,Graduate,Alone,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,1,2,96,5,0,255,0.25,Mid-High,2,1,2,5,At Risk,0,Cluster 0 - Budget Families,-1.2768364949341784,-1.017123266882645,Budget Families
3515,1952,Graduate,Alone,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,1,2,160,8,0,317,0.8,Mid-High,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.8921268993885764,-0.4853793250788941,Budget Families
2245,1969,Postgraduate,Partner,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,2,3,139,7,0,618,0.3333333333333333,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.8366447792948908,0.5947110921483661,Budget Families
6283,1968,Postgraduate,Alone,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,1,2,908,21,0,619,1.5,Mid-High,2,4,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.5223375628623712,0.5460061013873936,Affluent Loyalists
2246,1965,Undergraduate,Partner,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,1,2,183,7,0,486,0.5,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.3416486072359675,-0.7947966516496111,Budget Families
6606,1969,Postgraduate,Partner,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,1,2,1161,17,1,640,0.625,High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,1.3234080647530948,-0.07302041385589178,Affluent Loyalists
5545,1972,Postgraduate,Partner,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,0,1,988,13,0,270,3.0,High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.3203366380292616,-1.2123188187502634,Affluent Loyalists
7342,1961,Undergraduate,Alone,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,1,2,1072,24,0,843,1.2,Mid-High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,1.7779734224572037,0.9137892577209888,Affluent Loyalists
837,1977,Graduate,Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,2,3,174,8,0,476,0.5,Mid-High,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5438870867923566,0.9658080329161048,Budget Families
9500,1959,Graduate,Partner,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,1,2,758,19,0,705,1.2857142857142858,Mid-High,2,4,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.9901404569774371,1.2490952076545754,Deal-Seeking Families
3602,1958,Postgraduate,Partner,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,1,2,195,9,0,365,0.75,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.8816041268469642,-0.2489616143813203,Budget Families
234,1979,Graduate,Alone,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,1,2,31,4,1,812,0.14285714285714285,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.067262504794095,-0.9066075933284631,Budget Families
2995,1957,Postgraduate,Partner,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,0,1,1084,16,0,501,3.0,Mid-High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.2040037746200838,-1.1239601438989877,Affluent Loyalists
1118,1956,Postgraduate,Partner,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,1,2,685,19,1,679,1.25,Mid-Low,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.5540547469562291,1.1358074668323908,Deal-Seeking Families
7789,1965,Postgraduate,Partner,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,0,1,1672,25,1,404,3.0,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,4.008544322471147,-0.7410049614460518,Affluent Loyalists
3068,1990,Graduate,Partner,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,0,1,43,5,0,428,0.2857142857142857,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.959908389191066,-1.524288275167431,Budget Families
8955,1957,Postgraduate,Partner,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,2,3,49,4,1,318,0.2,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.8778894585539947,-0.6421018466343013,Budget Families
945,1965,Graduate,Partner,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,1,2,133,7,0,588,0.42857142857142855,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.6460098691295901,-0.28481349255511385,Budget Families
5644,1957,Graduate,Partner,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,1,2,363,13,1,445,0.7142857142857143,Mid-Low,1,3,2,6,At Risk,0,Cluster 0 - Budget Families,-0.23173973721971672,-0.09161951060017626,Budget Families
7192,1955,Graduate,Partner,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,1,2,545,16,0,625,2.0,Mid-High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.28914062791606177,-0.21151536491262035,Affluent Loyalists
2324,1972,Graduate,Partner,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,1,2,1065,29,1,430,1.75,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,3.6591126417419177,0.539499468997834,Affluent Loyalists
697,1969,Graduate,Partner,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,0,1,2047,20,1,659,1.6666666666666667,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,3.6619981777008643,-1.0494888058752756,Affluent Loyalists
3439,1972,Graduate,Partner,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,2,3,296,10,0,791,0.6666666666666666,Mid-High,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.0620048080721465,1.704408408029181,Deal-Seeking Families
1506,1975,Graduate,Alone,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,2,3,140,7,0,551,0.3333333333333333,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.8869393207678387,0.9580851226789858,Budget Families
232,1965,Graduate,Alone,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,1,2,530,16,0,532,1.3333333333333333,Mid-High,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.14641254958831573,-0.3147363799906676,Affluent Loyalists
8876,1963,Postgraduate,Partner,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,2,3,152,8,0,875,0.3333333333333333,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.8871078178901117,1.5182652416125864,Budget Families
4500,1991,Postgraduate,Partner,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,0,1,1598,23,0,451,2.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.901483181330838,-0.8204666617203944,Affluent Loyalists
9739,1963,Graduate,Alone,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,1,2,114,6,0,711,0.2857142857142857,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.5932063446805649,-0.45820542428870803,Budget Families
10395,1986,Undergraduate,Alone,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,1,2,101,7,0,861,0.375,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.1093570939551256,0.09185087848961454,Budget Families
1176,1973,Graduate,Partner,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,1,2,25,3,0,465,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.400077569694544,-1.0493236869351168,Budget Families
1627,1957,Undergraduate,Alone,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,0,1,789,21,1,704,1.25,High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.5355922912038364,-0.9524228868250209,Affluent Loyalists
938,1981,Graduate,Partner,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,2,3,87,5,1,519,0.25,Mid-Low,3,1,2,6,At Risk,0,Cluster 0 - Budget Families,-1.6965659706250154,-0.10979501795723393,Budget Families
2740,1958,Postgraduate,Alone,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,2,3,90,7,0,465,0.4,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-2.0941191798051033,0.991060273223456,Budget Families
257,1959,Postgraduate,Partner,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,1,2,1215,18,0,612,1.6666666666666667,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.4615631836969625,0.24263780295068965,Affluent Loyalists
4058,1955,Postgraduate,Alone,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,0,1,811,21,1,445,1.8333333333333333,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.203471127191246,-0.08034791521763718,Affluent Loyalists
7736,1986,Graduate,Partner,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,1,2,61,5,1,800,0.4,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-1.7224208926920448,-0.7519942425660949,Budget Families
8210,1975,Postgraduate,Partner,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,1,2,405,13,0,503,1.0,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.4767203973229747,1.130381204970363,Deal-Seeking Families
833,1955,Postgraduate,Partner,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,2,3,72,6,0,276,0.42857142857142855,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-2.0815060566591406,0.7225125843555604,Budget Families
6230,1971,Graduate,Alone,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,2,3,189,9,0,684,0.625,Mid-Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.4864976079593544,1.8280419247083382,Deal-Seeking Families
7325,1986,Postgraduate,Partner,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,1,2,40,4,0,550,0.2,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.0750205545437743,-1.0119039719572016,Budget Families
1307,1978,Graduate,Alone,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,1,2,63,7,0,325,0.75,Mid-Low,4,2,1,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.6062301346855938,0.07124171383455159,Budget Families
